SalesID,SalePrice
1222839,118752.859755
1222841,190004.575608
1222845,203944.887153
1222847,178858.852211
1222863,149792.35427
1222865,90415.9243921
1222867,118752.859755
1222879,79888.5813227
1222883,118752.859755
1222905,168319.029226
1222908,142503.431706
1222910,115514.439249
1222969,118752.859755
1222980,118752.859755
1222981,130628.145731
1222984,106877.57378
1222999,185418.212196
1223003,106877.57378
1223014,131357.708309
1223041,239570.745079
1223042,239570.745079
1223057,154274.527427
1223058,201775.671329
1223059,130523.955476
1223060,154274.527427
1223069,114166.496343
1223070,154378.717682
1223072,161667.640245
1223073,137917.068294
1223074,130628.145731
1223075,178858.852211
1223076,203944.887153
1223077,178858.852211
1223078,251446.031055
1223079,239570.745079
1223080,251446.031055
1223081,239570.745079
1223082,215820.173128
1223083,103639.153274
1223084,225630.433535
1223091,103639.153274
1223094,154378.717682
1223101,143232.994285
1223115,102291.210368
1223116,225630.433535
1223117,190734.138187
1223118,91763.8672982
1223121,131357.708309
1223124,119482.422334
1223129,202609.424162
1223130,202609.424162
1223141,114166.496343
1223147,54790.0664656
1223148,114166.496343
1223149,54790.0664656
1223150,78540.6384166
1223151,66665.3524411
1223152,78540.6384166
1223154,83127.0018285
1223164,130628.145731
1223165,130628.145731
1223176,186766.155102
1223184,203944.887153
1223185,130628.145731
1223186,103639.153274
1223187,131357.708309
1223192,214484.710138
1223193,186766.155102
1223195,131357.708309
1223198,103639.153274
1223211,131357.708309
1223212,131357.708309
1223217,130628.145731
1223229,139265.0112
1223244,143232.994285
1223245,143232.994285
1223246,131357.708309
1223252,168319.029226
1223269,166149.813402
1223270,154274.527427
1223271,166149.813402
1223272,154274.527427
1223273,154274.527427
1223289,79888.5813227
1223293,144568.457275
1223306,154378.717682
1223308,227695.459104
1223309,178129.289633
1223310,215820.173128
1223311,227695.459104
1223313,178025.099378
1223318,114166.496343
1223319,132693.1713
1223320,180194.315202
1223322,114166.496343
1223328,202609.424162
1223329,130628.145731
1223333,106877.57378
1223335,130628.145731
1223338,131357.708309
1223339,130628.145731
1223341,142503.431706
1223344,173542.926221
1223346,143232.994285
1223356,156443.743251
1223357,154378.717682
1223358,151140.297176
1223360,168319.029226
1223361,168319.029226
1223364,130523.955476
1223371,190004.575608
1223377,131357.708309
1223382,78540.6384166
1223383,54790.0664656
1223384,66665.3524411
1223385,66665.3524411
1223400,103639.153274
1223408,114166.496343
1223411,202609.424162
1223431,107607.136358
1223436,131357.708309
1223440,107607.136358
1223458,106877.57378
1223459,142503.431706
1223460,118752.859755
1223468,90415.9243921
1223479,198641.441078
1223483,201879.861584
1223484,213755.147559
1223488,119482.422334
1223489,151140.297176
1223492,130628.145731
1223493,114166.496343
1223495,143232.994285
1223512,174890.869127
1223518,102291.210368
1223519,103639.153274
1223520,143232.994285
1223523,174890.869127
1223526,130628.145731
1223535,139265.0112
1223547,180194.315202
1223549,118752.859755
1223550,131357.708309
1223551,119482.422334
1223558,114166.496343
1223580,142503.431706
1223595,215820.173128
1223626,131357.708309
1223627,119482.422334
1223634,166254.003657
1223635,126041.782319
1223647,114166.496343
1223648,166983.566236
1223650,71251.715853
1223651,180194.315202
1223653,154378.717682
1223665,201879.861584
1223667,132693.1713
1223670,130628.145731
1223679,114166.496343
1223680,126041.782319
1223691,131357.708309
1223692,131357.708309
1223696,251446.031055
1223707,137917.068294
1223718,107607.136358
1223720,107607.136358
1223724,119482.422334
1223725,131357.708309
1223727,118752.859755
1223728,213755.147559
1223733,263321.31703
1223737,126041.782319
1223764,126041.782319
1223769,102291.210368
1223773,163015.583151
1223779,130628.145731
1223788,118752.859755
1223789,168319.029226
1223790,115514.439249
1223791,119482.422334
1223794,139265.0112
1223795,127389.725225
1223796,203944.887153
1223808,114166.496343
1223809,163015.583151
1223813,201879.861584
1223814,91763.8672982
1223817,186766.155102
1223818,186766.155102
1223819,186766.155102
1223820,186766.155102
1223824,213755.147559
1223834,149792.35427
1223869,106877.57378
1223875,151140.297176
1223892,102291.210368
1223893,118752.859755
1223894,118752.859755
1223895,180194.315202
1223896,118752.859755
1223897,161667.640245
1223903,114166.496343
1223909,131357.708309
1223911,131357.708309
1223913,168319.029226
1223918,139265.0112
1223919,107607.136358
1223943,119482.422334
1223948,131357.708309
1223957,185418.212196
1223958,115514.439249
1223980,142503.431706
1223990,143232.994285
1223991,143232.994285
1223995,103639.153274
1223996,166254.003657
1223997,130628.145731
1224003,178129.289633
1224004,119482.422334
1224006,239570.745079
1224024,119482.422334
1224045,213755.147559
1224046,190004.575608
1224047,102291.210368
1224072,131357.708309
1224083,91763.8672982
1224084,91763.8672982
1224085,91763.8672982
1224092,174890.869127
1224110,107607.136358
1224122,103639.153274
1224129,103639.153274
1224131,91763.8672982
1224132,91763.8672982
1224140,213755.147559
1224152,107607.136358
1224156,118752.859755
1224159,56138.0093717
1224162,130628.145731
1224166,103639.153274
1224167,114166.496343
1224225,94898.097549
1224233,225630.433535
1224234,213755.147559
1224235,213755.147559
1224236,213755.147559
1224237,201879.861584
1224238,213755.147559
1224250,285006.863412
1224258,130628.145731
1224262,114166.496343
1224264,114166.496343
1224267,102291.210368
1224268,95002.287804
1224269,90415.9243921
1224270,115514.439249
1224283,106877.57378
1224287,118752.859755
1224288,79888.5813227
1224300,130628.145731
1224330,225630.433535
1224332,156443.743251
1224348,251446.031055
1224349,201879.861584
1224355,166254.003657
1224356,118752.859755
1224357,102291.210368
1224359,149792.35427
1224360,114166.496343
1224361,126041.782319
1224362,227695.459104
1224363,168319.029226
1224367,173542.926221
1224371,78540.6384166
1224385,118752.859755
1224388,126041.782319
1224389,90415.9243921
1224390,90415.9243921
1224391,102291.210368
1224392,251446.031055
1224397,132693.1713
1224398,132693.1713
1224400,132693.1713
1224401,192069.601177
1224408,66665.3524411
1224409,126041.782319
1224410,78540.6384166
1224413,78540.6384166
1224420,132693.1713
1224421,114166.496343
1224422,115514.439249
1224432,118648.6695
1224455,161667.640245
1224456,126041.782319
1224457,114166.496343
1224459,144568.457275
1224460,144568.457275
1224461,180194.315202
1224462,180194.315202
1224463,180194.315202
1224464,190004.575608
1224467,173542.926221
1224478,213755.147559
1224487,190004.575608
1224490,90415.9243921
1224503,127389.725225
1224505,144568.457275
1224507,151140.297176
1224511,197293.498172
1224512,209168.784147
1224515,115514.439249
1224516,118752.859755
1224523,163015.583151
1224526,185418.212196
1224527,114166.496343
1224536,161667.640245
1224538,190004.575608
1224541,186766.155102
1224558,119482.422334
1224559,166254.003657
1224561,180194.315202
1224565,155108.28026
1224587,119482.422334
1224588,119482.422334
1224589,119482.422334
1224590,119482.422334
1224591,214484.710138
1224595,78540.6384166
1224668,95731.8503825
1224710,168319.029226
1224711,180194.315202
1224727,66665.3524411
1224728,78540.6384166
1224729,154378.717682
1224730,102291.210368
1224735,139265.0112
1224752,161667.640245
1224764,131357.708309
1224766,83127.0018285
1224767,95002.287804
1224768,106877.57378
1224769,106877.57378
1224793,190004.575608
1224810,227695.459104
1224811,227695.459104
1224815,151140.297176
1224820,168319.029226
1224826,239570.745079
1224829,118752.859755
1224830,130628.145731
1224839,173542.926221
1224871,143232.994285
1224872,143232.994285
1224873,143232.994285
1224875,310822.460932
1224876,114166.496343
1224878,126041.782319
1224884,78540.6384166
1224885,154378.717682
1224886,119482.422334
1224888,155108.28026
1224889,107607.136358
1224892,143232.994285
1224899,130628.145731
1224900,154378.717682
1224901,178025.099378
1224902,154274.527427
1224903,163015.583151
1224904,251446.031055
1224910,106877.57378
1224915,201879.861584
1224919,178129.289633
1224920,251446.031055
1224921,143232.994285
1224924,213755.147559
1224928,115514.439249
1224955,156443.743251
1224956,130628.145731
1224958,144568.457275
1224959,90415.9243921
1224961,132693.1713
1224973,118752.859755
1224980,142503.431706
1224981,186766.155102
1224982,114166.496343
1224986,227695.459104
1224991,180194.315202
1224992,114166.496343
1224995,118648.6695
1224997,130628.145731
1225000,106877.57378
1225002,166254.003657
1225005,149792.35427
1225008,173542.926221
1225009,178129.289633
1225024,166983.566236
1225028,227695.459104
1225030,156443.743251
1225031,209168.784147
1225034,90415.9243921
1225035,78540.6384166
1225036,78540.6384166
1225038,120817.885324
1225046,190004.575608
1225048,161667.640245
1225051,201879.861584
1225052,213755.147559
1225053,213755.147559
1225055,95002.287804
1225056,106877.57378
1225062,78540.6384166
1225063,106877.57378
1225064,107607.136358
1225065,107607.136358
1225066,107607.136358
1225080,197293.498172
1225082,213755.147559
1225083,178129.289633
1225084,118752.859755
1225085,90415.9243921
1225086,106773.383524
1225088,251446.031055
1225095,203944.887153
1225101,144568.457275
1225103,132693.1713
1225105,132693.1713
1225107,132693.1713
1225109,114166.496343
1225111,142503.431706
1225114,213755.147559
1225116,178129.289633
1225117,166254.003657
1225118,130628.145731
1225119,130628.145731
1225120,118752.859755
1225121,156443.743251
1225122,118752.859755
1225127,192069.601177
1225130,130628.145731
1225132,78540.6384166
1225135,130628.145731
1225136,154378.717682
1225137,180194.315202
1225138,142503.431706
1225148,131357.708309
1225150,154274.527427
1225151,190004.575608
1225157,156443.743251
1225160,107607.136358
1225189,144568.457275
1225208,106877.57378
1225231,95002.287804
1225232,227695.459104
1225237,142503.431706
1225241,114166.496343
1225242,201879.861584
1225243,118752.859755
1225244,180194.315202
1225245,107607.136358
1225340,143232.994285
1225341,143232.994285
1225357,142503.431706
1225358,130628.145731
1225420,103639.153274
1225425,178858.852211
1225431,103639.153274
1225435,131357.708309
1225436,91763.8672982
1225437,91763.8672982
1225454,186766.155102
1225455,251446.031055
1225457,95002.287804
1225463,131357.708309
1225469,185418.212196
1225471,201879.861584
1225475,142503.431706
1225478,103639.153274
1225482,91763.8672982
1225485,91763.8672982
1225486,180194.315202
1225487,180194.315202
1225492,130628.145731
1225503,131357.708309
1225504,115514.439249
1225516,107607.136358
1225526,178858.852211
1225544,79888.5813227
1225563,103639.153274
1225566,213755.147559
1225586,151140.297176
1225605,142503.431706
1225608,227695.459104
1225612,131357.708309
1225622,103639.153274
1225724,203944.887153
1225730,118752.859755
1225732,90415.9243921
1225733,106773.383524
1225734,106773.383524
1225737,106773.383524
1225739,90415.9243921
1225749,156443.743251
1225773,251446.031055
1225782,168319.029226
1225783,95002.287804
1225784,91763.8672982
1225807,118752.859755
1225808,239570.745079
1225823,215820.173128
1225828,155108.28026
1225829,119482.422334
1225843,107607.136358
1225847,201879.861584
1225854,213755.147559
1225859,119482.422334
1225874,103639.153274
1225877,119482.422334
1225878,119482.422334
1225905,131357.708309
1225906,131357.708309
1225916,103639.153274
1225918,91763.8672982
1225923,131357.708309
1225924,201879.861584
1225934,91763.8672982
1225946,103639.153274
1225947,91763.8672982
1225950,132693.1713
1225971,209168.784147
1225979,203944.887153
1226000,131357.708309
1226012,168319.029226
1226013,142503.431706
1226017,126041.782319
1226018,90415.9243921
1226021,91763.8672982
1226027,201879.861584
1226032,190004.575608
1226038,131357.708309
1226039,91763.8672982
1226045,213755.147559
1226046,213650.957304
1226048,215820.173128
1226053,151140.297176
1226061,139265.0112
1226062,139265.0112
1226068,130628.145731
1226072,127389.725225
1226083,107607.136358
1226090,163015.583151
1226091,202609.424162
1226095,79888.5813227
1226096,79888.5813227
1226098,79888.5813227
1226099,79888.5813227
1226100,79888.5813227
1226101,79888.5813227
1226105,68013.2953472
1226107,68013.2953472
1226110,201879.861584
1226138,119482.422334
1226152,119482.422334
1226154,142503.431706
1226155,130628.145731
1226159,156443.743251
1226160,190004.575608
1226167,131357.708309
1226171,107607.136358
1226184,130628.145731
1226191,118752.859755
1226194,197293.498172
1226201,103639.153274
1226246,143232.994285
1226267,118752.859755
1226272,56138.0093717
1226286,215820.173128
1226292,114166.496343
1226332,118752.859755
1226342,251446.031055
1226344,139265.0112
1226350,131357.708309
1226369,119482.422334
1226370,119482.422334
1226371,107607.136358
1226373,144568.457275
1226376,95731.8503825
1226377,118752.859755
1226404,79888.5813227
1226405,79888.5813227
1226406,79888.5813227
1226407,79888.5813227
1226408,79888.5813227
1226410,79888.5813227
1226414,68013.2953472
1226415,102291.210368
1226421,131357.708309
1226424,173542.926221
1226427,201879.861584
1226433,126041.782319
1226436,143232.994285
1226437,237505.71951
1226439,108942.599349
1226440,108942.599349
1226441,143232.994285
1226442,155108.28026
1226453,166254.003657
1226455,142503.431706
1226458,227695.459104
1226459,227695.459104
1226466,227695.459104
1226468,197293.498172
1226469,114166.496343
1226470,192069.601177
1226476,95002.287804
1226478,142503.431706
1226499,107607.136358
1226500,114166.496343
1226502,178858.852211
1226506,119482.422334
1226510,178129.289633
1226526,119482.422334
1226529,107607.136358
1226544,168319.029226
1226545,156443.743251
1226549,142503.431706
1226555,32387.4374207
1226579,166254.003657
1226587,103639.153274
1226592,142503.431706
1226639,166254.003657
1226656,178129.289633
1226657,178129.289633
1226658,166254.003657
1226659,126041.782319
1226675,161667.640245
1226677,143232.994285
1226678,185418.212196
1226701,91763.8672982
1226702,103639.153274
1226703,103639.153274
1226710,139265.0112
1226711,115514.439249
1226713,131357.708309
1226715,91763.8672982
1226733,126041.782319
1226736,595829.324344
1226739,114166.496343
1226740,102291.210368
1226743,119482.422334
1226745,130628.145731
1226748,202609.424162
1226751,166254.003657
1226752,166254.003657
1226754,263321.31703
1226762,106877.57378
1226765,83856.564407
1226766,115514.439249
1226768,79888.5813227
1226769,118752.859755
1226771,127389.725225
1226772,106877.57378
1226773,130628.145731
1226774,95731.8503825
1226775,119482.422334
1226776,131357.708309
1226781,251446.031055
1226794,95731.8503825
1226797,178025.099378
1226800,139265.0112
1226805,143232.994285
1226811,103639.153274
1226818,185418.212196
1226819,197293.498172
1226820,126041.782319
1226822,178129.289633
1226824,239570.745079
1226830,130628.145731
1226833,173542.926221
1226835,173542.926221
1226837,173542.926221
1226846,298947.174957
1226847,103639.153274
1226851,168319.029226
1226854,173542.926221
1226858,161667.640245
1226859,197293.498172
1226860,155108.28026
1226866,197293.498172
1226873,166254.003657
1226874,130628.145731
1226883,202609.424162
1226884,201879.861584
1226895,107607.136358
1226901,119482.422334
1226902,91763.8672982
1226904,106877.57378
1226934,166254.003657
1226936,192069.601177
1226942,131357.708309
1226952,178858.852211
1226953,119482.422334
1226954,131357.708309
1226955,114166.496343
1226957,185418.212196
1226958,106877.57378
1226959,185418.212196
1226968,126041.782319
1227003,91763.8672982
1227024,139265.0112
1227027,239570.745079
1227030,91763.8672982
1227038,107607.136358
1227041,119482.422334
1227052,154378.717682
1227053,118752.859755
1227060,130523.955476
1227081,103639.153274
1227082,178129.289633
1227083,127389.725225
1227086,168319.029226
1227087,168319.029226
1227088,180194.315202
1227115,166983.566236
1227135,251446.031055
1227140,131357.708309
1227153,130628.145731
1227154,130628.145731
1227162,130628.145731
1227163,131357.708309
1227164,119482.422334
1227167,102291.210368
1227168,201879.861584
1227172,214484.710138
1227187,83856.564407
1227193,180194.315202
1227225,144568.457275
1227226,251446.031055
1227227,215820.173128
1227228,203944.887153
1227241,151140.297176
1227243,214484.710138
1227245,95731.8503825
1227246,166983.566236
1227247,143232.994285
1227272,190734.138187
1227280,118752.859755
1227297,215820.173128
1227301,130628.145731
1227306,180194.315202
1227307,126041.782319
1227312,213755.147559
1227321,132693.1713
1227336,130628.145731
1227337,126041.782319
1227355,155108.28026
1227356,118752.859755
1227359,198641.441078
1227362,126041.782319
1227365,142503.431706
1227366,143232.994285
1227367,130628.145731
1227369,151140.297176
1227370,190004.575608
1227371,190004.575608
1227380,130628.145731
1227381,163015.583151
1227386,174890.869127
1227398,173542.926221
1227416,192069.601177
1227422,91763.8672982
1227423,91763.8672982
1227428,79888.5813227
1227450,130628.145731
1227453,91763.8672982
1227454,103639.153274
1227455,91763.8672982
1227456,131357.708309
1227457,103639.153274
1227459,178858.852211
1227463,166254.003657
1227468,115514.439249
1227472,102291.210368
1227490,118752.859755
1227499,103639.153274
1227514,131357.708309
1227515,168319.029226
1227526,68013.2953472
1227527,68013.2953472
1227530,114166.496343
1227539,107607.136358
1227550,192069.601177
1227553,227695.459104
1227560,178129.289633
1227566,142503.431706
1227567,107607.136358
1227597,178129.289633
1227598,139265.0112
1227601,156443.743251
1227602,114166.496343
1227603,102291.210368
1227606,142503.431706
1227613,239570.745079
1227614,154378.717682
1227615,173542.926221
1227616,151140.297176
1227617,168319.029226
1227618,213755.147559
1227620,142503.431706
1227644,215820.173128
1227645,178858.852211
1227646,142503.431706
1227647,190004.575608
1227654,131357.708309
1227662,143232.994285
1227681,213755.147559
1227684,178129.289633
