SalesID,SalePrice
1222839,37690.8834958
1222841,37690.8834958
1222845,38420.4460743
1222847,10701.891039
1222863,37586.6932408
1222865,37586.6932408
1222867,37690.8834958
1222879,21229.2341084
1222883,37690.8834958
1222905,38420.4460743
1222908,37690.8834958
1222910,21229.2341084
1222969,37690.8834958
1222980,37690.8834958
1222981,37690.8834958
1222984,37690.8834958
1222999,37586.6932408
1223003,37690.8834958
1223014,10701.891039
1223041,38420.4460743
1223042,38420.4460743
1223057,49566.1694713
1223058,49566.1694713
1223059,49566.1694713
1223060,49566.1694713
1223069,37586.6932408
1223070,37690.8834958
1223072,37586.6932408
1223073,37586.6932408
1223074,37690.8834958
1223075,10701.891039
1223076,38420.4460743
1223077,10701.891039
1223078,38420.4460743
1223079,38420.4460743
1223080,38420.4460743
1223081,38420.4460743
1223082,38420.4460743
1223083,21229.2341084
1223084,37690.8834958
1223091,21229.2341084
1223094,37690.8834958
1223101,10701.891039
1223115,37586.6932408
1223116,37690.8834958
1223117,10701.891039
1223118,21229.2341084
1223121,10701.891039
1223124,10701.891039
1223129,10701.891039
1223130,10701.891039
1223141,37586.6932408
1223147,37586.6932408
1223148,37586.6932408
1223149,37586.6932408
1223150,37586.6932408
1223151,37586.6932408
1223152,37586.6932408
1223154,37690.8834958
1223164,37690.8834958
1223165,37690.8834958
1223176,21229.2341084
1223184,38420.4460743
1223185,37690.8834958
1223186,21229.2341084
1223187,10701.891039
1223192,10701.891039
1223193,21229.2341084
1223195,10701.891039
1223198,21229.2341084
1223211,10701.891039
1223212,10701.891039
1223217,37690.8834958
1223229,21229.2341084
1223244,10701.891039
1223245,10701.891039
1223246,10701.891039
1223252,38420.4460743
1223269,49566.1694713
1223270,49566.1694713
1223271,49566.1694713
1223272,49566.1694713
1223273,49566.1694713
1223289,21229.2341084
1223293,38420.4460743
1223306,37690.8834958
1223308,38420.4460743
1223309,37690.8834958
1223310,38420.4460743
1223311,38420.4460743
1223313,49566.1694713
1223318,37586.6932408
1223319,38420.4460743
1223320,38420.4460743
1223322,37586.6932408
1223328,10701.891039
1223329,37690.8834958
1223333,37690.8834958
1223335,37690.8834958
1223338,10701.891039
1223339,37690.8834958
1223341,37690.8834958
1223344,37586.6932408
1223346,10701.891039
1223356,38420.4460743
1223357,37690.8834958
1223358,21229.2341084
1223360,38420.4460743
1223361,38420.4460743
1223364,49566.1694713
1223371,37690.8834958
1223377,10701.891039
1223382,37586.6932408
1223383,37586.6932408
1223384,37586.6932408
1223385,37586.6932408
1223400,21229.2341084
1223408,37586.6932408
1223411,10701.891039
1223431,10701.891039
1223436,10701.891039
1223440,10701.891039
1223458,37690.8834958
1223459,37690.8834958
1223460,37690.8834958
1223468,37586.6932408
1223479,21229.2341084
1223483,37690.8834958
1223484,37690.8834958
1223488,10701.891039
1223489,21229.2341084
1223492,37690.8834958
1223493,37586.6932408
1223495,10701.891039
1223512,21229.2341084
1223518,37586.6932408
1223519,21229.2341084
1223520,10701.891039
1223523,21229.2341084
1223526,37690.8834958
1223535,21229.2341084
1223547,38420.4460743
1223549,37690.8834958
1223550,10701.891039
1223551,10701.891039
1223558,37586.6932408
1223580,37690.8834958
1223595,38420.4460743
1223626,10701.891039
1223627,10701.891039
1223634,37690.8834958
1223635,37586.6932408
1223647,37586.6932408
1223648,10701.891039
1223650,37690.8834958
1223651,38420.4460743
1223653,37690.8834958
1223665,37690.8834958
1223667,38420.4460743
1223670,37690.8834958
1223679,37586.6932408
1223680,37586.6932408
1223691,10701.891039
1223692,10701.891039
1223696,38420.4460743
1223707,37586.6932408
1223718,10701.891039
1223720,10701.891039
1223724,10701.891039
1223725,10701.891039
1223727,37690.8834958
1223728,37690.8834958
1223733,38420.4460743
1223737,37586.6932408
1223764,37586.6932408
1223769,37586.6932408
1223773,21229.2341084
1223779,37690.8834958
1223788,37690.8834958
1223789,38420.4460743
1223790,21229.2341084
1223791,10701.891039
1223794,21229.2341084
1223795,21229.2341084
1223796,38420.4460743
1223808,37586.6932408
1223809,21229.2341084
1223813,37690.8834958
1223814,21229.2341084
1223817,21229.2341084
1223818,21229.2341084
1223819,21229.2341084
1223820,21229.2341084
1223824,37690.8834958
1223834,37586.6932408
1223869,37690.8834958
1223875,21229.2341084
1223892,37586.6932408
1223893,37690.8834958
1223894,37690.8834958
1223895,38420.4460743
1223896,37690.8834958
1223897,37586.6932408
1223903,37586.6932408
1223909,10701.891039
1223911,10701.891039
1223913,38420.4460743
1223918,21229.2341084
1223919,10701.891039
1223943,10701.891039
1223948,10701.891039
1223957,37586.6932408
1223958,21229.2341084
1223980,37690.8834958
1223990,10701.891039
1223991,10701.891039
1223995,21229.2341084
1223996,37690.8834958
1223997,37690.8834958
1224003,37690.8834958
1224004,10701.891039
1224006,38420.4460743
1224024,10701.891039
1224045,37690.8834958
1224046,37690.8834958
1224047,37586.6932408
1224072,10701.891039
1224083,21229.2341084
1224084,21229.2341084
1224085,21229.2341084
1224092,21229.2341084
1224110,10701.891039
1224122,21229.2341084
1224129,21229.2341084
1224131,21229.2341084
1224132,21229.2341084
1224140,37690.8834958
1224152,10701.891039
1224156,37690.8834958
1224159,21229.2341084
1224162,37690.8834958
1224166,21229.2341084
1224167,37586.6932408
1224225,49566.1694713
1224233,37690.8834958
1224234,37690.8834958
1224235,37690.8834958
1224236,37690.8834958
1224237,37690.8834958
1224238,37690.8834958
1224250,37690.8834958
1224258,37690.8834958
1224262,37586.6932408
1224264,37586.6932408
1224267,37586.6932408
1224268,37690.8834958
1224269,37586.6932408
1224270,21229.2341084
1224283,37690.8834958
1224287,37690.8834958
1224288,21229.2341084
1224300,37690.8834958
1224330,37690.8834958
1224332,38420.4460743
1224348,38420.4460743
1224349,37690.8834958
1224355,37690.8834958
1224356,37690.8834958
1224357,37586.6932408
1224359,37586.6932408
1224360,37586.6932408
1224361,37586.6932408
1224362,38420.4460743
1224363,38420.4460743
1224367,37586.6932408
1224371,37586.6932408
1224385,37690.8834958
1224388,37586.6932408
1224389,37586.6932408
1224390,37586.6932408
1224391,37586.6932408
1224392,38420.4460743
1224397,38420.4460743
1224398,38420.4460743
1224400,38420.4460743
1224401,38420.4460743
1224408,37586.6932408
1224409,37586.6932408
1224410,37586.6932408
1224413,37586.6932408
1224420,38420.4460743
1224421,37586.6932408
1224422,21229.2341084
1224432,49566.1694713
1224455,37586.6932408
1224456,37586.6932408
1224457,37586.6932408
1224459,38420.4460743
1224460,38420.4460743
1224461,38420.4460743
1224462,38420.4460743
1224463,38420.4460743
1224464,37690.8834958
1224467,37586.6932408
1224478,37690.8834958
1224487,37690.8834958
1224490,37586.6932408
1224503,21229.2341084
1224505,38420.4460743
1224507,21229.2341084
1224511,37586.6932408
1224512,37586.6932408
1224515,21229.2341084
1224516,37690.8834958
1224523,21229.2341084
1224526,37586.6932408
